CurrencyRateID,CurrencyRateDate,FromCurrencyCode,ToCurrencyCode,AverageRate,EndOfDayRate,ModifiedDate
4028,27/04/2012 0:00:00,USD,JPY,"107,63 €","107,67 €",27/04/2012 0:00:00
4029,27/04/2012 0:00:00,USD,MXN,"9,47 €","9,48 €",27/04/2012 0:00:00
4030,27/04/2012 0:00:00,USD,SAR,"3,75 €","3,76 €",27/04/2012 0:00:00
4031,27/04/2012 0:00:00,USD,VEB,"692,30 €","692,36 €",27/04/2012 0:00:00
4032,28/04/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",28/04/2012 0:00:00
4033,28/04/2012 0:00:00,USD,AUD,"1,88 €","1,88 €",28/04/2012 0:00:00
4034,28/04/2012 0:00:00,USD,BRL,"1,86 €","1,86 €",28/04/2012 0:00:00
4035,28/04/2012 0:00:00,USD,CAD,"1,51 €","1,50 €",28/04/2012 0:00:00
4036,28/04/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",28/04/2012 0:00:00
4037,28/04/2012 0:00:00,USD,EUR,"1,16 €","1,16 €",28/04/2012 0:00:00
4038,28/04/2012 0:00:00,USD,GBP,"0,68 €","0,68 €",28/04/2012 0:00:00
4039,28/04/2012 0:00:00,USD,JPY,"107,63 €","107,57 €",28/04/2012 0:00:00
4040,28/04/2012 0:00:00,USD,MXN,"9,60 €","9,59 €",28/04/2012 0:00:00
4041,28/04/2012 0:00:00,USD,SAR,"3,75 €","3,75 €",28/04/2012 0:00:00
4042,28/04/2012 0:00:00,USD,VEB,"692,30 €","692,29 €",28/04/2012 0:00:00
4043,29/04/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",29/04/2012 0:00:00
4044,29/04/2012 0:00:00,USD,AUD,"1,90 €","1,90 €",29/04/2012 0:00:00
4045,29/04/2012 0:00:00,USD,BRL,"1,87 €","1,87 €",29/04/2012 0:00:00
4046,29/04/2012 0:00:00,USD,CAD,"1,51 €","1,51 €",29/04/2012 0:00:00
4047,29/04/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",29/04/2012 0:00:00
4048,29/04/2012 0:00:00,USD,EUR,"1,17 €","1,17 €",29/04/2012 0:00:00
4049,29/04/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",29/04/2012 0:00:00
4050,29/04/2012 0:00:00,USD,JPY,"107,84 €","107,90 €",29/04/2012 0:00:00
4051,29/04/2012 0:00:00,USD,MXN,"9,52 €","9,53 €",29/04/2012 0:00:00
4052,29/04/2012 0:00:00,USD,SAR,"3,75 €","3,76 €",29/04/2012 0:00:00
4053,29/04/2012 0:00:00,USD,VEB,"692,80 €","692,85 €",29/04/2012 0:00:00
4054,30/04/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",30/04/2012 0:00:00
4055,30/04/2012 0:00:00,USD,AUD,"1,90 €","1,90 €",30/04/2012 0:00:00
4056,30/04/2012 0:00:00,USD,BRL,"1,87 €","1,87 €",30/04/2012 0:00:00
4057,30/04/2012 0:00:00,USD,CAD,"1,51 €","1,50 €",30/04/2012 0:00:00
4058,30/04/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",30/04/2012 0:00:00
4059,30/04/2012 0:00:00,USD,EUR,"1,17 €","1,17 €",30/04/2012 0:00:00
4060,30/04/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",30/04/2012 0:00:00
4061,30/04/2012 0:00:00,USD,JPY,"107,87 €","107,81 €",30/04/2012 0:00:00
4062,30/04/2012 0:00:00,USD,MXN,"9,52 €","9,52 €",30/04/2012 0:00:00
4063,30/04/2012 0:00:00,USD,SAR,"3,75 €","3,75 €",30/04/2012 0:00:00
4064,30/04/2012 0:00:00,USD,VEB,"692,80 €","692,80 €",30/04/2012 0:00:00
4065,01/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",01/05/2012 0:00:00
4066,01/05/2012 0:00:00,USD,AUD,"1,88 €","1,88 €",01/05/2012 0:00:00
4067,01/05/2012 0:00:00,USD,BRL,"1,87 €","1,87 €",01/05/2012 0:00:00
4068,01/05/2012 0:00:00,USD,CAD,"1,51 €","1,51 €",01/05/2012 0:00:00
4069,01/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",01/05/2012 0:00:00
4070,01/05/2012 0:00:00,USD,EUR,"1,17 €","1,17 €",01/05/2012 0:00:00
4071,01/05/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",01/05/2012 0:00:00
4072,01/05/2012 0:00:00,USD,JPY,"107,85 €","107,91 €",01/05/2012 0:00:00
4073,01/05/2012 0:00:00,USD,MXN,"9,52 €","9,53 €",01/05/2012 0:00:00
4074,01/05/2012 0:00:00,USD,SAR,"3,75 €","3,75 €",01/05/2012 0:00:00
4075,01/05/2012 0:00:00,USD,VEB,"692,80 €","692,86 €",01/05/2012 0:00:00
4076,02/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",02/05/2012 0:00:00
4077,02/05/2012 0:00:00,USD,AUD,"1,91 €","1,91 €",02/05/2012 0:00:00
4078,02/05/2012 0:00:00,USD,BRL,"1,87 €","1,87 €",02/05/2012 0:00:00
4079,02/05/2012 0:00:00,USD,CAD,"1,52 €","1,52 €",02/05/2012 0:00:00
4080,02/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",02/05/2012 0:00:00
4081,02/05/2012 0:00:00,USD,EUR,"1,18 €","1,18 €",02/05/2012 0:00:00
4082,02/05/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",02/05/2012 0:00:00
4083,02/05/2012 0:00:00,USD,JPY,"108,15 €","108,13 €",02/05/2012 0:00:00
4084,02/05/2012 0:00:00,USD,MXN,"9,54 €","9,53 €",02/05/2012 0:00:00
4085,02/05/2012 0:00:00,USD,SAR,"3,75 €","3,75 €",02/05/2012 0:00:00
4086,02/05/2012 0:00:00,USD,VEB,"692,97 €","692,87 €",02/05/2012 0:00:00
4087,03/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",03/05/2012 0:00:00
4088,03/05/2012 0:00:00,USD,AUD,"1,92 €","1,92 €",03/05/2012 0:00:00
4089,03/05/2012 0:00:00,USD,BRL,"1,87 €","1,88 €",03/05/2012 0:00:00
4090,03/05/2012 0:00:00,USD,CAD,"1,52 €","1,52 €",03/05/2012 0:00:00
4091,03/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",03/05/2012 0:00:00
4092,03/05/2012 0:00:00,USD,EUR,"1,17 €","1,17 €",03/05/2012 0:00:00
4093,03/05/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",03/05/2012 0:00:00
4094,03/05/2012 0:00:00,USD,JPY,"108,05 €","108,12 €",03/05/2012 0:00:00
4095,03/05/2012 0:00:00,USD,MXN,"9,56 €","9,57 €",03/05/2012 0:00:00
4096,03/05/2012 0:00:00,USD,SAR,"3,75 €","3,75 €",03/05/2012 0:00:00
4097,03/05/2012 0:00:00,USD,VEB,"692,69 €","692,77 €",03/05/2012 0:00:00
4098,04/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",04/05/2012 0:00:00
4099,04/05/2012 0:00:00,USD,AUD,"1,92 €","1,92 €",04/05/2012 0:00:00
4100,04/05/2012 0:00:00,USD,BRL,"1,88 €","1,87 €",04/05/2012 0:00:00
4101,04/05/2012 0:00:00,USD,CAD,"1,51 €","1,51 €",04/05/2012 0:00:00
4102,04/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",04/05/2012 0:00:00
4103,04/05/2012 0:00:00,USD,EUR,"1,19 €","1,19 €",04/05/2012 0:00:00
4104,04/05/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",04/05/2012 0:00:00
4105,04/05/2012 0:00:00,USD,JPY,"107,90 €","107,80 €",04/05/2012 0:00:00
4106,04/05/2012 0:00:00,USD,MXN,"9,56 €","9,55 €",04/05/2012 0:00:00
4107,04/05/2012 0:00:00,USD,SAR,"3,75 €","3,75 €",04/05/2012 0:00:00
4108,04/05/2012 0:00:00,USD,VEB,"692,51 €","692,43 €",04/05/2012 0:00:00
4109,05/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",05/05/2012 0:00:00
4110,05/05/2012 0:00:00,USD,AUD,"1,92 €","1,92 €",05/05/2012 0:00:00
4111,05/05/2012 0:00:00,USD,BRL,"1,88 €","1,89 €",05/05/2012 0:00:00
4112,05/05/2012 0:00:00,USD,CAD,"1,51 €","1,52 €",05/05/2012 0:00:00
4113,05/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",05/05/2012 0:00:00
4114,05/05/2012 0:00:00,USD,EUR,"1,19 €","1,19 €",05/05/2012 0:00:00
4115,05/05/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",05/05/2012 0:00:00
4116,05/05/2012 0:00:00,USD,JPY,"108,20 €","108,28 €",05/05/2012 0:00:00
4117,05/05/2012 0:00:00,USD,MXN,"9,54 €","9,54 €",05/05/2012 0:00:00
4118,05/05/2012 0:00:00,USD,SAR,"3,75 €","3,75 €",05/05/2012 0:00:00
4119,05/05/2012 0:00:00,USD,VEB,"691,69 €","691,71 €",05/05/2012 0:00:00
4120,06/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",06/05/2012 0:00:00
4121,06/05/2012 0:00:00,USD,AUD,"1,89 €","1,89 €",06/05/2012 0:00:00
4122,06/05/2012 0:00:00,USD,BRL,"1,89 €","1,88 €",06/05/2012 0:00:00
4123,06/05/2012 0:00:00,USD,CAD,"1,51 €","1,51 €",06/05/2012 0:00:00
4124,06/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",06/05/2012 0:00:00
4125,06/05/2012 0:00:00,USD,EUR,"1,19 €","1,19 €",06/05/2012 0:00:00
4126,06/05/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",06/05/2012 0:00:00
4127,06/05/2012 0:00:00,USD,JPY,"108,92 €","108,91 €",06/05/2012 0:00:00
4128,06/05/2012 0:00:00,USD,MXN,"9,56 €","9,55 €",06/05/2012 0:00:00
4129,06/05/2012 0:00:00,USD,SAR,"3,75 €","3,75 €",06/05/2012 0:00:00
4130,06/05/2012 0:00:00,USD,VEB,"692,80 €","692,79 €",06/05/2012 0:00:00
4131,07/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",07/05/2012 0:00:00
4132,07/05/2012 0:00:00,USD,AUD,"1,89 €","1,89 €",07/05/2012 0:00:00
4133,07/05/2012 0:00:00,USD,BRL,"1,89 €","1,89 €",07/05/2012 0:00:00
4134,07/05/2012 0:00:00,USD,CAD,"1,51 €","1,52 €",07/05/2012 0:00:00
4135,07/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",07/05/2012 0:00:00
4136,07/05/2012 0:00:00,USD,EUR,"1,19 €","1,19 €",07/05/2012 0:00:00
4137,07/05/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",07/05/2012 0:00:00
4138,07/05/2012 0:00:00,USD,JPY,"108,92 €","108,92 €",07/05/2012 0:00:00
4139,07/05/2012 0:00:00,USD,MXN,"9,55 €","9,56 €",07/05/2012 0:00:00
4140,07/05/2012 0:00:00,USD,SAR,"3,75 €","3,76 €",07/05/2012 0:00:00
4141,07/05/2012 0:00:00,USD,VEB,"692,80 €","692,87 €",07/05/2012 0:00:00
4142,08/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",08/05/2012 0:00:00
4143,08/05/2012 0:00:00,USD,AUD,"1,89 €","1,89 €",08/05/2012 0:00:00
4144,08/05/2012 0:00:00,USD,BRL,"1,89 €","1,88 €",08/05/2012 0:00:00
4145,08/05/2012 0:00:00,USD,CAD,"1,51 €","1,51 €",08/05/2012 0:00:00
4146,08/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",08/05/2012 0:00:00
4147,08/05/2012 0:00:00,USD,EUR,"1,19 €","1,19 €",08/05/2012 0:00:00
4148,08/05/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",08/05/2012 0:00:00
4149,08/05/2012 0:00:00,USD,JPY,"108,95 €","108,88 €",08/05/2012 0:00:00
4150,08/05/2012 0:00:00,USD,MXN,"9,55 €","9,55 €",08/05/2012 0:00:00
4151,08/05/2012 0:00:00,USD,SAR,"3,75 €","3,75 €",08/05/2012 0:00:00
4152,08/05/2012 0:00:00,USD,VEB,"692,80 €","692,70 €",08/05/2012 0:00:00
4153,09/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",09/05/2012 0:00:00
4154,09/05/2012 0:00:00,USD,AUD,"1,90 €","1,90 €",09/05/2012 0:00:00
4155,09/05/2012 0:00:00,USD,BRL,"1,90 €","1,90 €",09/05/2012 0:00:00
4156,09/05/2012 0:00:00,USD,CAD,"1,51 €","1,52 €",09/05/2012 0:00:00
4157,09/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",09/05/2012 0:00:00
4158,09/05/2012 0:00:00,USD,EUR,"1,20 €","1,20 €",09/05/2012 0:00:00
4159,09/05/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",09/05/2012 0:00:00
4160,09/05/2012 0:00:00,USD,JPY,"108,33 €","108,37 €",09/05/2012 0:00:00
4161,09/05/2012 0:00:00,USD,MXN,"9,59 €","9,60 €",09/05/2012 0:00:00
4162,09/05/2012 0:00:00,USD,SAR,"3,75 €","3,76 €",09/05/2012 0:00:00
4163,09/05/2012 0:00:00,USD,VEB,"693,25 €","693,33 €",09/05/2012 0:00:00
4164,10/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",10/05/2012 0:00:00
4165,10/05/2012 0:00:00,USD,AUD,"1,90 €","1,90 €",10/05/2012 0:00:00
4166,10/05/2012 0:00:00,USD,BRL,"1,91 €","1,90 €",10/05/2012 0:00:00
4167,10/05/2012 0:00:00,USD,CAD,"1,51 €","1,51 €",10/05/2012 0:00:00
4168,10/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",10/05/2012 0:00:00
4169,10/05/2012 0:00:00,USD,EUR,"1,20 €","1,19 €",10/05/2012 0:00:00
4170,10/05/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",10/05/2012 0:00:00
4171,10/05/2012 0:00:00,USD,JPY,"107,92 €","107,92 €",10/05/2012 0:00:00
4172,10/05/2012 0:00:00,USD,MXN,"9,60 €","9,60 €",10/05/2012 0:00:00
4173,10/05/2012 0:00:00,USD,SAR,"3,75 €","3,75 €",10/05/2012 0:00:00
4174,10/05/2012 0:00:00,USD,VEB,"694,25 €","694,21 €",10/05/2012 0:00:00
4175,11/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",11/05/2012 0:00:00
4176,11/05/2012 0:00:00,USD,AUD,"1,93 €","1,93 €",11/05/2012 0:00:00
4177,11/05/2012 0:00:00,USD,BRL,"1,93 €","1,93 €",11/05/2012 0:00:00
4178,11/05/2012 0:00:00,USD,CAD,"1,52 €","1,52 €",11/05/2012 0:00:00
4179,11/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",11/05/2012 0:00:00
4180,11/05/2012 0:00:00,USD,EUR,"1,21 €","1,21 €",11/05/2012 0:00:00
4181,11/05/2012 0:00:00,USD,GBP,"0,70 €","0,70 €",11/05/2012 0:00:00
4182,11/05/2012 0:00:00,USD,JPY,"108,24 €","108,31 €",11/05/2012 0:00:00
4183,11/05/2012 0:00:00,USD,MXN,"9,67 €","9,67 €",11/05/2012 0:00:00
4184,11/05/2012 0:00:00,USD,SAR,"3,75 €","3,76 €",11/05/2012 0:00:00
4185,11/05/2012 0:00:00,USD,VEB,"693,75 €","693,77 €",11/05/2012 0:00:00
4186,12/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",12/05/2012 0:00:00
4187,12/05/2012 0:00:00,USD,AUD,"1,92 €","1,92 €",12/05/2012 0:00:00
4188,12/05/2012 0:00:00,USD,BRL,"1,94 €","1,93 €",12/05/2012 0:00:00
4189,12/05/2012 0:00:00,USD,CAD,"1,52 €","1,52 €",12/05/2012 0:00:00
4190,12/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",12/05/2012 0:00:00
4191,12/05/2012 0:00:00,USD,EUR,"1,21 €","1,21 €",12/05/2012 0:00:00
4192,12/05/2012 0:00:00,USD,GBP,"0,70 €","0,70 €",12/05/2012 0:00:00
4193,12/05/2012 0:00:00,USD,JPY,"108,37 €","108,37 €",12/05/2012 0:00:00
4194,12/05/2012 0:00:00,USD,MXN,"9,66 €","9,66 €",12/05/2012 0:00:00
4195,12/05/2012 0:00:00,USD,SAR,"3,75 €","3,75 €",12/05/2012 0:00:00
4196,12/05/2012 0:00:00,USD,VEB,"694,51 €","694,41 €",12/05/2012 0:00:00
4197,13/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",13/05/2012 0:00:00
4198,13/05/2012 0:00:00,USD,AUD,"1,91 €","1,91 €",13/05/2012 0:00:00
4199,13/05/2012 0:00:00,USD,BRL,"1,92 €","1,92 €",13/05/2012 0:00:00
4200,13/05/2012 0:00:00,USD,CAD,"1,53 €","1,53 €",13/05/2012 0:00:00
4201,13/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",13/05/2012 0:00:00
4202,13/05/2012 0:00:00,USD,EUR,"1,19 €","1,19 €",13/05/2012 0:00:00
4203,13/05/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",13/05/2012 0:00:00
4204,13/05/2012 0:00:00,USD,JPY,"108,67 €","108,69 €",13/05/2012 0:00:00
4205,13/05/2012 0:00:00,USD,MXN,"9,63 €","9,63 €",13/05/2012 0:00:00
4206,13/05/2012 0:00:00,USD,SAR,"3,75 €","3,75 €",13/05/2012 0:00:00
4207,13/05/2012 0:00:00,USD,VEB,"694,26 €","694,34 €",13/05/2012 0:00:00
4208,14/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",14/05/2012 0:00:00
4209,14/05/2012 0:00:00,USD,AUD,"1,92 €","1,92 €",14/05/2012 0:00:00
4210,14/05/2012 0:00:00,USD,BRL,"1,92 €","1,92 €",14/05/2012 0:00:00
4211,14/05/2012 0:00:00,USD,CAD,"1,53 €","1,52 €",14/05/2012 0:00:00
4212,14/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",14/05/2012 0:00:00
4213,14/05/2012 0:00:00,USD,EUR,"1,19 €","1,19 €",14/05/2012 0:00:00
4214,14/05/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",14/05/2012 0:00:00
4215,14/05/2012 0:00:00,USD,JPY,"108,66 €","108,65 €",14/05/2012 0:00:00
4216,14/05/2012 0:00:00,USD,MXN,"9,63 €","9,62 €",14/05/2012 0:00:00
4217,14/05/2012 0:00:00,USD,SAR,"3,75 €","3,75 €",14/05/2012 0:00:00
4218,14/05/2012 0:00:00,USD,VEB,"694,26 €","694,18 €",14/05/2012 0:00:00
4219,15/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",15/05/2012 0:00:00
4220,15/05/2012 0:00:00,USD,AUD,"1,92 €","1,92 €",15/05/2012 0:00:00
4221,15/05/2012 0:00:00,USD,BRL,"1,92 €","1,92 €",15/05/2012 0:00:00
4222,15/05/2012 0:00:00,USD,CAD,"1,53 €","1,54 €",15/05/2012 0:00:00
4223,15/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",15/05/2012 0:00:00
4224,15/05/2012 0:00:00,USD,EUR,"1,19 €","1,19 €",15/05/2012 0:00:00
4225,15/05/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",15/05/2012 0:00:00
4226,15/05/2012 0:00:00,USD,JPY,"108,70 €","108,75 €",15/05/2012 0:00:00
4227,15/05/2012 0:00:00,USD,MXN,"9,63 €","9,63 €",15/05/2012 0:00:00
4228,15/05/2012 0:00:00,USD,SAR,"3,75 €","3,76 €",15/05/2012 0:00:00
4229,15/05/2012 0:00:00,USD,VEB,"694,26 €","694,27 €",15/05/2012 0:00:00
4230,16/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",16/05/2012 0:00:00
4231,16/05/2012 0:00:00,USD,AUD,"1,91 €","1,91 €",16/05/2012 0:00:00
4232,16/05/2012 0:00:00,USD,BRL,"1,92 €","1,91 €",16/05/2012 0:00:00
4233,16/05/2012 0:00:00,USD,CAD,"1,53 €","1,52 €",16/05/2012 0:00:00
4234,16/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",16/05/2012 0:00:00
4235,16/05/2012 0:00:00,USD,EUR,"1,19 €","1,19 €",16/05/2012 0:00:00
4236,16/05/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",16/05/2012 0:00:00
4237,16/05/2012 0:00:00,USD,JPY,"109,00 €","108,95 €",16/05/2012 0:00:00
4238,16/05/2012 0:00:00,USD,MXN,"9,61 €","9,60 €",16/05/2012 0:00:00
4239,16/05/2012 0:00:00,USD,SAR,"3,75 €","3,74 €",16/05/2012 0:00:00
4240,16/05/2012 0:00:00,USD,VEB,"693,69 €","693,69 €",16/05/2012 0:00:00
4241,17/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",17/05/2012 0:00:00
4242,17/05/2012 0:00:00,USD,AUD,"1,92 €","1,92 €",17/05/2012 0:00:00
4243,17/05/2012 0:00:00,USD,BRL,"1,90 €","1,91 €",17/05/2012 0:00:00
4244,17/05/2012 0:00:00,USD,CAD,"1,52 €","1,53 €",17/05/2012 0:00:00
4245,17/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",17/05/2012 0:00:00
4246,17/05/2012 0:00:00,USD,EUR,"1,18 €","1,18 €",17/05/2012 0:00:00
4247,17/05/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",17/05/2012 0:00:00
4248,17/05/2012 0:00:00,USD,JPY,"109,16 €","109,22 €",17/05/2012 0:00:00
4249,17/05/2012 0:00:00,USD,MXN,"9,57 €","9,58 €",17/05/2012 0:00:00
4250,17/05/2012 0:00:00,USD,SAR,"3,75 €","3,76 €",17/05/2012 0:00:00
4251,17/05/2012 0:00:00,USD,VEB,"693,50 €","693,51 €",17/05/2012 0:00:00
4252,18/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",18/05/2012 0:00:00
4253,18/05/2012 0:00:00,USD,AUD,"1,91 €","1,91 €",18/05/2012 0:00:00
4254,18/05/2012 0:00:00,USD,BRL,"1,92 €","1,92 €",18/05/2012 0:00:00
4255,18/05/2012 0:00:00,USD,CAD,"1,53 €","1,53 €",18/05/2012 0:00:00
4256,18/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",18/05/2012 0:00:00
4257,18/05/2012 0:00:00,USD,EUR,"1,16 €","1,16 €",18/05/2012 0:00:00
4258,18/05/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",18/05/2012 0:00:00
4259,18/05/2012 0:00:00,USD,JPY,"108,23 €","108,21 €",18/05/2012 0:00:00
4260,18/05/2012 0:00:00,USD,MXN,"9,60 €","9,60 €",18/05/2012 0:00:00
4261,18/05/2012 0:00:00,USD,SAR,"3,75 €","3,75 €",18/05/2012 0:00:00
4262,18/05/2012 0:00:00,USD,VEB,"694,00 €","693,97 €",18/05/2012 0:00:00
4263,19/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",19/05/2012 0:00:00
4264,19/05/2012 0:00:00,USD,AUD,"1,93 €","1,93 €",19/05/2012 0:00:00
4265,19/05/2012 0:00:00,USD,BRL,"1,92 €","1,92 €",19/05/2012 0:00:00
4266,19/05/2012 0:00:00,USD,CAD,"1,53 €","1,54 €",19/05/2012 0:00:00
4267,19/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",19/05/2012 0:00:00
4268,19/05/2012 0:00:00,USD,EUR,"1,16 €","1,17 €",19/05/2012 0:00:00
4269,19/05/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",19/05/2012 0:00:00
4270,19/05/2012 0:00:00,USD,JPY,"108,17 €","108,26 €",19/05/2012 0:00:00
4271,19/05/2012 0:00:00,USD,MXN,"9,58 €","9,58 €",19/05/2012 0:00:00
4272,19/05/2012 0:00:00,USD,SAR,"3,75 €","3,75 €",19/05/2012 0:00:00
4273,19/05/2012 0:00:00,USD,VEB,"694,60 €","694,61 €",19/05/2012 0:00:00
4274,20/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",20/05/2012 0:00:00
4275,20/05/2012 0:00:00,USD,AUD,"1,90 €","1,90 €",20/05/2012 0:00:00
4276,20/05/2012 0:00:00,USD,BRL,"1,94 €","1,94 €",20/05/2012 0:00:00
4277,20/05/2012 0:00:00,USD,CAD,"1,53 €","1,53 €",20/05/2012 0:00:00
4278,20/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",20/05/2012 0:00:00
4279,20/05/2012 0:00:00,USD,EUR,"1,15 €","1,15 €",20/05/2012 0:00:00
4280,20/05/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",20/05/2012 0:00:00
4281,20/05/2012 0:00:00,USD,JPY,"107,03 €","106,97 €",20/05/2012 0:00:00
4282,20/05/2012 0:00:00,USD,MXN,"9,65 €","9,64 €",20/05/2012 0:00:00
4283,20/05/2012 0:00:00,USD,SAR,"3,75 €","3,75 €",20/05/2012 0:00:00
4284,20/05/2012 0:00:00,USD,VEB,"695,30 €","695,29 €",20/05/2012 0:00:00
4285,21/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",21/05/2012 0:00:00
4286,21/05/2012 0:00:00,USD,AUD,"1,91 €","1,91 €",21/05/2012 0:00:00
4287,21/05/2012 0:00:00,USD,BRL,"1,94 €","1,95 €",21/05/2012 0:00:00
4288,21/05/2012 0:00:00,USD,CAD,"1,53 €","1,54 €",21/05/2012 0:00:00
4289,21/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",21/05/2012 0:00:00
4290,21/05/2012 0:00:00,USD,EUR,"1,15 €","1,15 €",21/05/2012 0:00:00
4291,21/05/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",21/05/2012 0:00:00
4292,21/05/2012 0:00:00,USD,JPY,"107,15 €","107,18 €",21/05/2012 0:00:00
4293,21/05/2012 0:00:00,USD,MXN,"9,65 €","9,65 €",21/05/2012 0:00:00
4294,21/05/2012 0:00:00,USD,SAR,"3,75 €","3,76 €",21/05/2012 0:00:00
4295,21/05/2012 0:00:00,USD,VEB,"695,30 €","695,34 €",21/05/2012 0:00:00
4296,22/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",22/05/2012 0:00:00
4297,22/05/2012 0:00:00,USD,AUD,"1,90 €","1,90 €",22/05/2012 0:00:00
4298,22/05/2012 0:00:00,USD,BRL,"1,94 €","1,94 €",22/05/2012 0:00:00
4299,22/05/2012 0:00:00,USD,CAD,"1,53 €","1,53 €",22/05/2012 0:00:00
4300,22/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",22/05/2012 0:00:00
4301,22/05/2012 0:00:00,USD,EUR,"1,15 €","1,15 €",22/05/2012 0:00:00
4302,22/05/2012 0:00:00,USD,GBP,"0,69 €","0,69 €",22/05/2012 0:00:00
4303,22/05/2012 0:00:00,USD,JPY,"107,12 €","107,05 €",22/05/2012 0:00:00
4304,22/05/2012 0:00:00,USD,MXN,"9,65 €","9,64 €",22/05/2012 0:00:00
4305,22/05/2012 0:00:00,USD,SAR,"3,75 €","3,75 €",22/05/2012 0:00:00
4306,22/05/2012 0:00:00,USD,VEB,"695,30 €","695,25 €",22/05/2012 0:00:00
4307,23/05/2012 0:00:00,USD,ARS,"1,00 €","1,00 €",23/05/2012 0:00:00
4308,23/05/2012 0:00:00,USD,AUD,"1,90 €","1,90 €",23/05/2012 0:00:00
4309,23/05/2012 0:00:00,USD,BRL,"1,94 €","1,94 €",23/05/2012 0:00:00
4310,23/05/2012 0:00:00,USD,CAD,"1,53 €","1,54 €",23/05/2012 0:00:00
4311,23/05/2012 0:00:00,USD,CNY,"8,28 €","8,28 €",23/05/2012 0:00:00
