CurrencyKey,DateKey,AverageRate,EndOfDayRate,Date
16,20120325,"0,502","0,502",25.03.2012 0:00:00
16,20120326,"0,504","0,507",26.03.2012 0:00:00
16,20120327,"0,504","0,504",27.03.2012 0:00:00
16,20120328,"0,504","0,505",28.03.2012 0:00:00
16,20120329,"0,504","0,503",29.03.2012 0:00:00
16,20120330,"0,503","0,505",30.03.2012 0:00:00
16,20120331,"0,503","0,501",31.03.2012 0:00:00
16,20120401,"0,503","0,505",01.04.2012 0:00:00
16,20120402,"0,499","0,498",02.04.2012 0:00:00
16,20120403,"0,499","0,501",03.04.2012 0:00:00
16,20120404,"0,499","0,498",04.04.2012 0:00:00
16,20120405,"0,499","0,501",05.04.2012 0:00:00
16,20120406,"0,498","0,497",06.04.2012 0:00:00
16,20120407,"0,49","0,491",07.04.2012 0:00:00
16,20120408,"0,489","0,489",08.04.2012 0:00:00
16,20120409,"0,491","0,491",09.04.2012 0:00:00
16,20120410,"0,491","0,49",10.04.2012 0:00:00
16,20120411,"0,491","0,493",11.04.2012 0:00:00
16,20120412,"0,491","0,489",12.04.2012 0:00:00
16,20120413,"0,491","0,493",13.04.2012 0:00:00
16,20120414,"0,489","0,488",14.04.2012 0:00:00
16,20120415,"0,491","0,492",15.04.2012 0:00:00
16,20120416,"0,493","0,491",16.04.2012 0:00:00
16,20120417,"0,492","0,494",17.04.2012 0:00:00
16,20120418,"0,492","0,491",18.04.2012 0:00:00
16,20120419,"0,495","0,496",19.04.2012 0:00:00
16,20120420,"0,491","0,49",20.04.2012 0:00:00
16,20120421,"0,49","0,49",21.04.2012 0:00:00
16,20120422,"0,487","0,486",22.04.2012 0:00:00
16,20120423,"0,489","0,49",23.04.2012 0:00:00
16,20120424,"0,489","0,489",24.04.2012 0:00:00
16,20120425,"0,489","0,49",25.04.2012 0:00:00
16,20120426,"0,484","0,483",26.04.2012 0:00:00
16,20120427,"0,485","0,486",27.04.2012 0:00:00
16,20120428,"0,481","0,481",28.04.2012 0:00:00
16,20120429,"0,475","0,476",29.04.2012 0:00:00
16,20120430,"0,47","0,47",30.04.2012 0:00:00
16,20120501,"0,47","0,47",01.05.2012 0:00:00
16,20120502,"0,47","0,469",02.05.2012 0:00:00
16,20120503,"0,461","0,462",03.05.2012 0:00:00
16,20120504,"0,479","0,478",04.05.2012 0:00:00
16,20120505,"0,471","0,471",05.05.2012 0:00:00
16,20120506,"0,462","0,461",06.05.2012 0:00:00
16,20120507,"0,46","0,46",07.05.2012 0:00:00
16,20120508,"0,46","0,459",08.05.2012 0:00:00
16,20120509,"0,46","0,461",09.05.2012 0:00:00
16,20120510,"0,468","0,467",10.05.2012 0:00:00
16,20120511,"0,471","0,471",11.05.2012 0:00:00
16,20120512,"0,47","0,47",12.05.2012 0:00:00
16,20120513,"0,464","0,464",13.05.2012 0:00:00
16,20120514,"0,464","0,462",14.05.2012 0:00:00
16,20120515,"0,464","0,466",15.05.2012 0:00:00
16,20120516,"0,464","0,463",16.05.2012 0:00:00
16,20120517,"0,461","0,462",17.05.2012 0:00:00
16,20120518,"0,459","0,459",18.05.2012 0:00:00
16,20120519,"0,46","0,46",19.05.2012 0:00:00
16,20120520,"0,464","0,463",20.05.2012 0:00:00
16,20120521,"0,462","0,463",21.05.2012 0:00:00
16,20120522,"0,462","0,46",22.05.2012 0:00:00
16,20120523,"0,462","0,463",23.05.2012 0:00:00
16,20120524,"0,463","0,461",24.05.2012 0:00:00
16,20120525,"0,468","0,469",25.05.2012 0:00:00
16,20120526,"0,464","0,463",26.05.2012 0:00:00
16,20120527,"0,464","0,464",27.05.2012 0:00:00
16,20120528,"0,464","0,463",28.05.2012 0:00:00
16,20120529,"0,464","0,466",29.05.2012 0:00:00
16,20120530,"0,464","0,463",30.05.2012 0:00:00
16,20120531,"0,457","0,458",31.05.2012 0:00:00
16,20120601,"0,455","0,454",01.06.2012 0:00:00
16,20120602,"0,458","0,46",02.06.2012 0:00:00
16,20120603,"0,457","0,455",03.06.2012 0:00:00
16,20120604,"0,44","0,441",04.06.2012 0:00:00
16,20120605,"0,44","0,44",05.06.2012 0:00:00
16,20120606,"0,44","0,441",06.06.2012 0:00:00
16,20120607,"0,442","0,442",07.06.2012 0:00:00
16,20120608,"0,441","0,442",08.06.2012 0:00:00
16,20120609,"0,437","0,436",09.06.2012 0:00:00
16,20120610,"0,446","0,446",10.06.2012 0:00:00
16,20120611,"0,454","0,452",11.06.2012 0:00:00
16,20120612,"0,454","0,455",12.06.2012 0:00:00
16,20120613,"0,454","0,454",13.06.2012 0:00:00
16,20120614,"0,454","0,455",14.06.2012 0:00:00
16,20120615,"0,454","0,453",15.06.2012 0:00:00
16,20120616,"0,447","0,447",16.06.2012 0:00:00
16,20120617,"0,451","0,45",17.06.2012 0:00:00
16,20120618,"0,452","0,453",18.06.2012 0:00:00
16,20120619,"0,452","0,452",19.06.2012 0:00:00
16,20120620,"0,452","0,454",20.06.2012 0:00:00
16,20120621,"0,451","0,45",21.06.2012 0:00:00
16,20120622,"0,445","0,447",22.06.2012 0:00:00
16,20120623,"0,442","0,441",23.06.2012 0:00:00
16,20120624,"0,443","0,444",24.06.2012 0:00:00
16,20120625,"0,437","0,436",25.06.2012 0:00:00
16,20120626,"0,438","0,44",26.06.2012 0:00:00
16,20120627,"0,438","0,437",27.06.2012 0:00:00
16,20120628,"0,432","0,433",28.06.2012 0:00:00
16,20120629,"0,427","0,426",29.06.2012 0:00:00
16,20120630,"0,431","0,433",30.06.2012 0:00:00
16,20120701,"0,434","0,432",01.07.2012 0:00:00
16,20120702,"0,433","0,434",02.07.2012 0:00:00
16,20120703,"0,433","0,433",03.07.2012 0:00:00
16,20120704,"0,433","0,435",04.07.2012 0:00:00
16,20120705,"0,431","0,43",05.07.2012 0:00:00
16,20120706,"0,43","0,431",06.07.2012 0:00:00
16,20120707,"0,426","0,425",07.07.2012 0:00:00
16,20120708,"0,426","0,426",08.07.2012 0:00:00
16,20120709,"0,426","0,425",09.07.2012 0:00:00
16,20120710,"0,426","0,427",10.07.2012 0:00:00
16,20120711,"0,426","0,426",11.07.2012 0:00:00
16,20120712,"0,428","0,43",12.07.2012 0:00:00
16,20120713,"0,426","0,426",13.07.2012 0:00:00
16,20120714,"0,427","0,428",14.07.2012 0:00:00
16,20120715,"0,421","0,419",15.07.2012 0:00:00
16,20120716,"0,421","0,421",16.07.2012 0:00:00
16,20120717,"0,421","0,42",17.07.2012 0:00:00
16,20120718,"0,421","0,421",18.07.2012 0:00:00
16,20120719,"0,42","0,419",19.07.2012 0:00:00
16,20120720,"0,419","0,42",20.07.2012 0:00:00
16,20120721,"0,419","0,418",21.07.2012 0:00:00
16,20120722,"0,423","0,423",22.07.2012 0:00:00
16,20120723,"0,424","0,424",23.07.2012 0:00:00
16,20120724,"0,424","0,425",24.07.2012 0:00:00
16,20120725,"0,424","0,423",25.07.2012 0:00:00
16,20120726,"0,42","0,422",26.07.2012 0:00:00
16,20120727,"0,416","0,415",27.07.2012 0:00:00
16,20120728,"0,412","0,413",28.07.2012 0:00:00
16,20120729,"0,413","0,412",29.07.2012 0:00:00
16,20120730,"0,414","0,415",30.07.2012 0:00:00
16,20120731,"0,413","0,413",31.07.2012 0:00:00
16,20120801,"0,413","0,414",01.08.2012 0:00:00
16,20120802,"0,407","0,406",02.08.2012 0:00:00
16,20120803,"0,404","0,405",03.08.2012 0:00:00
16,20120804,"0,406","0,405",04.08.2012 0:00:00
16,20120805,"0,42","0,421",05.08.2012 0:00:00
16,20120806,"0,434","0,433",06.08.2012 0:00:00
16,20120807,"0,434","0,436",07.08.2012 0:00:00
16,20120808,"0,434","0,433",08.08.2012 0:00:00
16,20120809,"0,434","0,435",09.08.2012 0:00:00
16,20120810,"0,429","0,429",10.08.2012 0:00:00
16,20120811,"0,428","0,429",11.08.2012 0:00:00
16,20120812,"0,434","0,433",12.08.2012 0:00:00
16,20120813,"0,433","0,434",13.08.2012 0:00:00
16,20120814,"0,433","0,432",14.08.2012 0:00:00
16,20120815,"0,433","0,433",15.08.2012 0:00:00
16,20120816,"0,429","0,427",16.08.2012 0:00:00
16,20120817,"0,425","0,427",17.08.2012 0:00:00
16,20120818,"0,413","0,412",18.08.2012 0:00:00
16,20120819,"0,405","0,406",19.08.2012 0:00:00
16,20120820,"0,411","0,411",20.08.2012 0:00:00
16,20120821,"0,411","0,412",21.08.2012 0:00:00
16,20120822,"0,411","0,411",22.08.2012 0:00:00
16,20120823,"0,408","0,41",23.08.2012 0:00:00
16,20120824,"0,4","0,399",24.08.2012 0:00:00
16,20120825,"0,4","0,401",25.08.2012 0:00:00
16,20120826,"0,391","0,39",26.08.2012 0:00:00
16,20120827,"0,388","0,389",27.08.2012 0:00:00
16,20120828,"0,388","0,388",28.08.2012 0:00:00
16,20120829,"0,388","0,389",29.08.2012 0:00:00
16,20120830,"0,388","0,387",30.08.2012 0:00:00
16,20120831,"0,4","0,401",31.08.2012 0:00:00
16,20120901,"0,397","0,396",01.09.2012 0:00:00
16,20120902,"0,399","0,4",02.09.2012 0:00:00
16,20120903,"0,408","0,408",03.09.2012 0:00:00
16,20120904,"0,408","0,409",04.09.2012 0:00:00
16,20120905,"0,408","0,407",05.09.2012 0:00:00
16,20120906,"0,414","0,415",06.09.2012 0:00:00
16,20120907,"0,405","0,403",07.09.2012 0:00:00
16,20120908,"0,403","0,404",08.09.2012 0:00:00
16,20120909,"0,401","0,4",09.09.2012 0:00:00
16,20120910,"0,407","0,409",10.09.2012 0:00:00
16,20120911,"0,407","0,406",11.09.2012 0:00:00
16,20120912,"0,407","0,408",12.09.2012 0:00:00
16,20120913,"0,415","0,413",13.09.2012 0:00:00
16,20120914,"0,404","0,405",14.09.2012 0:00:00
16,20120915,"0,402","0,402",15.09.2012 0:00:00
16,20120916,"0,402","0,403",16.09.2012 0:00:00
16,20120917,"0,399","0,398",17.09.2012 0:00:00
16,20120918,"0,399","0,4",18.09.2012 0:00:00
16,20120919,"0,399","0,399",19.09.2012 0:00:00
16,20120920,"0,407","0,408",20.09.2012 0:00:00
16,20120921,"0,402","0,402",21.09.2012 0:00:00
16,20120922,"0,403","0,404",22.09.2012 0:00:00
16,20120923,"0,406","0,406",23.09.2012 0:00:00
16,20120924,"0,406","0,407",24.09.2012 0:00:00
16,20120925,"0,406","0,405",25.09.2012 0:00:00
16,20120926,"0,406","0,407",26.09.2012 0:00:00
16,20120927,"0,4","0,4",27.09.2012 0:00:00
16,20120928,"0,397","0,399",28.09.2012 0:00:00
16,20120929,"0,402","0,401",29.09.2012 0:00:00
16,20120930,"0,4","0,4",30.09.2012 0:00:00
16,20121001,"0,397","0,396",01.10.2012 0:00:00
16,20121002,"0,397","0,398",02.10.2012 0:00:00
16,20121003,"0,397","0,396",03.10.2012 0:00:00
16,20121004,"0,397","0,398",04.10.2012 0:00:00
16,20121005,"0,392","0,392",05.10.2012 0:00:00
16,20121006,"0,397","0,398",06.10.2012 0:00:00
16,20121007,"0,395","0,394",07.10.2012 0:00:00
16,20121008,"0,393","0,394",08.10.2012 0:00:00
16,20121009,"0,393","0,392",09.10.2012 0:00:00
16,20121010,"0,393","0,393",10.10.2012 0:00:00
16,20121011,"0,391","0,39",11.10.2012 0:00:00
16,20121012,"0,391","0,391",12.10.2012 0:00:00
16,20121013,"0,393","0,392",13.10.2012 0:00:00
16,20121014,"0,395","0,396",14.10.2012 0:00:00
16,20121015,"0,39","0,389",15.10.2012 0:00:00
16,20121016,"0,39","0,39",16.10.2012 0:00:00
16,20121017,"0,39","0,389",17.10.2012 0:00:00
16,20121018,"0,389","0,39",18.10.2012 0:00:00
16,20121019,"0,39","0,389",19.10.2012 0:00:00
16,20121020,"0,388","0,389",20.10.2012 0:00:00
16,20121021,"0,387","0,387",21.10.2012 0:00:00
16,20121022,"0,387","0,387",22.10.2012 0:00:00
16,20121023,"0,387","0,386",23.10.2012 0:00:00
16,20121024,"0,387","0,387",24.10.2012 0:00:00
16,20121025,"0,384","0,382",25.10.2012 0:00:00
16,20121026,"0,376","0,377",26.10.2012 0:00:00
16,20121027,"0,376","0,375",27.10.2012 0:00:00
16,20121028,"0,376","0,377",28.10.2012 0:00:00
16,20121029,"0,372","0,371",29.10.2012 0:00:00
16,20121030,"0,372","0,374",30.10.2012 0:00:00
16,20121031,"0,372","0,372",31.10.2012 0:00:00
16,20121101,"0,375","0,376",01.11.2012 0:00:00
16,20121102,"0,375","0,374",02.11.2012 0:00:00
16,20121103,"0,359","0,36",03.11.2012 0:00:00
16,20121104,"0,357","0,357",04.11.2012 0:00:00
16,20121105,"0,35","0,351",05.11.2012 0:00:00
16,20121106,"0,35","0,35",06.11.2012 0:00:00
16,20121107,"0,35","0,351",07.11.2012 0:00:00
16,20121108,"0,35","0,349",08.11.2012 0:00:00
16,20121109,"0,361","0,362",09.11.2012 0:00:00
16,20121110,"0,356","0,356",10.11.2012 0:00:00
16,20121111,"0,354","0,355",11.11.2012 0:00:00
16,20121112,"0,362","0,362",12.11.2012 0:00:00
16,20121113,"0,362","0,363",13.11.2012 0:00:00
16,20121114,"0,362","0,362",14.11.2012 0:00:00
16,20121115,"0,362","0,363",15.11.2012 0:00:00
16,20121116,"0,362","0,361",16.11.2012 0:00:00
16,20121117,"0,362","0,363",17.11.2012 0:00:00
16,20121118,"0,362","0,361",18.11.2012 0:00:00
16,20121119,"0,353","0,353",19.11.2012 0:00:00
16,20121120,"0,353","0,352",20.11.2012 0:00:00
16,20121121,"0,353","0,353",21.11.2012 0:00:00
16,20121122,"0,35","0,349",22.11.2012 0:00:00
16,20121123,"0,35","0,35",23.11.2012 0:00:00
16,20121124,"0,349","0,348",24.11.2012 0:00:00
16,20121125,"0,35","0,35",25.11.2012 0:00:00
16,20121126,"0,349","0,349",26.11.2012 0:00:00
16,20121127,"0,349","0,35",27.11.2012 0:00:00
16,20121128,"0,349","0,348",28.11.2012 0:00:00
16,20121129,"0,349","0,349",29.11.2012 0:00:00
16,20121130,"0,35","0,349",30.11.2012 0:00:00
16,20121201,"0,357","0,358",01.12.2012 0:00:00
16,20121202,"0,356","0,356",02.12.2012 0:00:00
16,20121203,"0,351","0,352",03.12.2012 0:00:00
16,20121204,"0,351","0,35",04.12.2012 0:00:00
16,20121205,"0,351","0,351",05.12.2012 0:00:00
16,20121206,"0,354","0,354",06.12.2012 0:00:00
16,20121207,"0,357","0,357",07.12.2012 0:00:00
16,20121208,"0,354","0,354",08.12.2012 0:00:00
16,20121209,"0,351","0,352",09.12.2012 0:00:00
16,20121210,"0,356","0,355",10.12.2012 0:00:00
16,20121211,"0,356","0,357",11.12.2012 0:00:00
16,20121212,"0,356","0,356",12.12.2012 0:00:00
16,20121213,"0,353","0,354",13.12.2012 0:00:00
16,20121214,"0,354","0,354",14.12.2012 0:00:00
16,20121215,"0,355","0,356",15.12.2012 0:00:00
16,20121216,"0,36","0,359",16.12.2012 0:00:00
16,20121217,"0,362","0,363",17.12.2012 0:00:00
16,20121218,"0,362","0,362",18.12.2012 0:00:00
16,20121219,"0,362","0,362",19.12.2012 0:00:00
16,20121220,"0,366","0,365",20.12.2012 0:00:00
16,20121221,"0,373","0,374",21.12.2012 0:00:00
16,20121222,"0,37","0,37",22.12.2012 0:00:00
16,20121223,"0,378","0,379",23.12.2012 0:00:00
16,20121224,"0,38","0,379",24.12.2012 0:00:00
16,20121225,"0,38","0,38",25.12.2012 0:00:00
16,20121226,"0,356","0,354",26.12.2012 0:00:00
16,20121227,"0,379","0,38",27.12.2012 0:00:00
16,20121228,"0,381","0,38",28.12.2012 0:00:00
16,20121229,"0,381","0,382",29.12.2012 0:00:00
16,20121230,"0,38","0,379",30.12.2012 0:00:00
16,20121231,"0,379","0,38",31.12.2012 0:00:00
16,20130101,"0,379","0,379",01.01.2013 0:00:00
16,20130102,"0,379","0,38",02.01.2013 0:00:00
16,20130103,"0,396","0,395",03.01.2013 0:00:00
16,20130104,"0,382","0,382",04.01.2013 0:00:00
16,20130105,"0,378","0,378",05.01.2013 0:00:00
16,20130106,"0,381","0,381",06.01.2013 0:00:00
16,20130107,"0,383","0,382",07.01.2013 0:00:00
16,20130108,"0,383","0,383",08.01.2013 0:00:00
16,20130109,"0,383","0,383",09.01.2013 0:00:00
16,20130110,"0,387","0,388",10.01.2013 0:00:00
16,20130111,"0,392","0,391",11.01.2013 0:00:00
16,20130112,"0,388","0,389",12.01.2013 0:00:00
16,20130113,"0,385","0,384",13.01.2013 0:00:00
16,20130114,"0,382","0,382",14.01.2013 0:00:00
16,20130115,"0,382","0,382",15.01.2013 0:00:00
16,20130116,"0,382","0,383",16.01.2013 0:00:00
16,20130117,"0,388","0,386",17.01.2013 0:00:00
16,20130118,"0,397","0,397",18.01.2013 0:00:00
16,20130119,"0,399","0,399",19.01.2013 0:00:00
16,20130120,"0,393","0,394",20.01.2013 0:00:00
16,20130121,"0,399","0,398",21.01.2013 0:00:00
16,20130122,"0,399","0,4",22.01.2013 0:00:00
16,20130123,"0,399","0,398",23.01.2013 0:00:00
16,20130124,"0,406","0,406",24.01.2013 0:00:00
16,20130125,"0,414","0,414",25.01.2013 0:00:00
16,20130126,"0,411","0,411",26.01.2013 0:00:00
16,20130127,"0,405","0,404",27.01.2013 0:00:00
16,20130128,"0,403","0,404",28.01.2013 0:00:00
16,20130129,"0,403","0,402",29.01.2013 0:00:00
16,20130130,"0,403","0,404",30.01.2013 0:00:00
16,20130131,"0,405","0,404",31.01.2013 0:00:00
16,20130201,"0,41","0,412",01.02.2013 0:00:00
16,20130202,"0,417","0,417",02.02.2013 0:00:00
16,20130203,"0,413","0,414",03.02.2013 0:00:00
16,20130204,"0,415","0,414",04.02.2013 0:00:00
16,20130205,"0,415","0,415",05.02.2013 0:00:00
16,20130206,"0,415","0,414",06.02.2013 0:00:00
16,20130207,"0,415","0,416",07.02.2013 0:00:00
16,20130208,"0,415","0,414",08.02.2013 0:00:00
16,20130209,"0,415","0,416",09.02.2013 0:00:00
16,20130210,"0,416","0,416",10.02.2013 0:00:00
16,20130211,"0,416","0,416",11.02.2013 0:00:00
16,20130212,"0,416","0,415",12.02.2013 0:00:00
16,20130213,"0,416","0,417",13.02.2013 0:00:00
16,20130214,"0,416","0,415",14.02.2013 0:00:00
16,20130215,"0,419","0,421",15.02.2013 0:00:00
16,20130216,"0,418","0,416",16.02.2013 0:00:00
16,20130217,"0,421","0,421",17.02.2013 0:00:00
16,20130218,"0,419","0,418",18.02.2013 0:00:00
16,20130219,"0,419","0,421",19.02.2013 0:00:00
16,20130220,"0,419","0,419",20.02.2013 0:00:00
16,20130221,"0,411","0,411",21.02.2013 0:00:00
16,20130222,"0,412","0,411",22.02.2013 0:00:00
16,20130223,"0,403","0,405",23.02.2013 0:00:00
16,20130224,"0,404","0,403",24.02.2013 0:00:00
16,20130225,"0,396","0,396",25.02.2013 0:00:00
16,20130226,"0,396","0,394",26.02.2013 0:00:00
16,20130227,"0,396","0,397",27.02.2013 0:00:00
16,20130228,"0,401","0,401",28.02.2013 0:00:00
16,20130301,"0,405","0,406",01.03.2013 0:00:00
16,20130302,"0,403","0,403",02.03.2013 0:00:00
16,20130303,"0,408","0,409",03.03.2013 0:00:00
16,20130304,"0,404","0,404",04.03.2013 0:00:00
16,20130305,"0,404","0,405",05.03.2013 0:00:00
16,20130306,"0,404","0,402",06.03.2013 0:00:00
16,20130307,"0,406","0,407",07.03.2013 0:00:00
16,20130308,"0,407","0,406",08.03.2013 0:00:00
16,20130309,"0,405","0,406",09.03.2013 0:00:00
16,20130310,"0,403","0,403",10.03.2013 0:00:00
16,20130311,"0,402","0,402",11.03.2013 0:00:00
16,20130312,"0,402","0,402",12.03.2013 0:00:00
16,20130313,"0,402","0,403",13.03.2013 0:00:00
16,20130314,"0,4","0,399",14.03.2013 0:00:00
16,20130315,"0,397","0,397",15.03.2013 0:00:00
16,20130316,"0,397","0,396",16.03.2013 0:00:00
16,20130317,"0,398","0,398",17.03.2013 0:00:00
16,20130318,"0,4","0,399",18.03.2013 0:00:00
16,20130319,"0,4","0,401",19.03.2013 0:00:00
16,20130320,"0,4","0,398",20.03.2013 0:00:00
16,20130321,"0,397","0,398",21.03.2013 0:00:00
16,20130322,"0,398","0,397",22.03.2013 0:00:00
16,20130323,"0,398","0,398",23.03.2013 0:00:00
16,20130324,"0,395","0,394",24.03.2013 0:00:00
16,20130325,"0,395","0,397",25.03.2013 0:00:00
16,20130326,"0,395","0,394",26.03.2013 0:00:00
16,20130327,"0,395","0,396",27.03.2013 0:00:00
16,20130328,"0,393","0,393",28.03.2013 0:00:00
16,20130329,"0,392","0,393",29.03.2013 0:00:00
16,20130330,"0,392","0,391",30.03.2013 0:00:00
16,20130331,"0,4","0,401",31.03.2013 0:00:00
16,20130401,"0,395","0,395",01.04.2013 0:00:00
16,20130402,"0,395","0,395",02.04.2013 0:00:00
16,20130403,"0,395","0,394",03.04.2013 0:00:00
16,20130404,"0,398","0,398",04.04.2013 0:00:00
16,20130405,"0,397","0,396",05.04.2013 0:00:00
16,20130406,"0,397","0,398",06.04.2013 0:00:00
16,20130407,"0,398","0,398",07.04.2013 0:00:00
16,20130408,"0,398","0,399",08.04.2013 0:00:00
16,20130409,"0,398","0,397",09.04.2013 0:00:00
16,20130410,"0,398","0,399",10.04.2013 0:00:00
16,20130411,"0,398","0,398",11.04.2013 0:00:00
16,20130412,"0,404","0,405",12.04.2013 0:00:00
16,20130413,"0,402","0,402",13.04.2013 0:00:00
16,20130414,"0,409","0,409",14.04.2013 0:00:00
16,20130415,"0,407","0,406",15.04.2013 0:00:00
16,20130416,"0,407","0,408",16.04.2013 0:00:00
16,20130417,"0,407","0,407",17.04.2013 0:00:00
16,20130418,"0,411","0,412",18.04.2013 0:00:00
16,20130419,"0,414","0,414",19.04.2013 0:00:00
16,20130420,"0,413","0,415",20.04.2013 0:00:00
16,20130421,"0,407","0,407",21.04.2013 0:00:00
16,20130422,"0,406","0,407",22.04.2013 0:00:00
16,20130423,"0,406","0,405",23.04.2013 0:00:00
16,20130424,"0,406","0,407",24.04.2013 0:00:00
16,20130425,"0,409","0,409",25.04.2013 0:00:00
16,20130426,"0,41","0,411",26.04.2013 0:00:00
16,20130427,"0,413","0,411",27.04.2013 0:00:00
16,20130428,"0,41","0,412",28.04.2013 0:00:00
16,20130429,"0,41","0,409",29.04.2013 0:00:00
16,20130430,"0,41","0,411",30.04.2013 0:00:00
16,20130501,"0,41","0,409",01.05.2013 0:00:00
16,20130502,"0,41","0,411",02.05.2013 0:00:00
16,20130503,"0,411","0,41",03.05.2013 0:00:00
16,20130504,"0,41","0,411",04.05.2013 0:00:00
16,20130505,"0,411","0,41",05.05.2013 0:00:00
16,20130506,"0,411","0,412",06.05.2013 0:00:00
16,20130507,"0,411","0,411",07.05.2013 0:00:00
16,20130508,"0,411","0,413",08.05.2013 0:00:00
16,20130509,"0,408","0,407",09.05.2013 0:00:00
16,20130510,"0,426","0,427",10.05.2013 0:00:00
16,20130511,"0,43","0,429",11.05.2013 0:00:00
16,20130512,"0,414","0,416",12.05.2013 0:00:00
16,20130513,"0,414","0,413",13.05.2013 0:00:00
16,20130514,"0,414","0,416",14.05.2013 0:00:00
16,20130515,"0,414","0,413",15.05.2013 0:00:00
16,20130516,"0,434","0,434",16.05.2013 0:00:00
16,20130517,"0,435","0,435",17.05.2013 0:00:00
16,20130518,"0,432","0,432",18.05.2013 0:00:00
16,20130519,"0,434","0,433",19.05.2013 0:00:00
16,20130520,"0,417","0,419",20.05.2013 0:00:00
16,20130521,"0,417","0,417",21.05.2013 0:00:00
16,20130522,"0,417","0,419",22.05.2013 0:00:00
16,20130523,"0,436","0,435",23.05.2013 0:00:00
16,20130524,"0,439","0,441",24.05.2013 0:00:00
16,20130525,"0,441","0,441",25.05.2013 0:00:00
16,20130526,"0,438","0,438",26.05.2013 0:00:00
16,20130527,"0,421","0,419",27.05.2013 0:00:00
16,20130528,"0,421","0,422",28.05.2013 0:00:00
16,20130529,"0,421","0,42",29.05.2013 0:00:00
16,20130530,"0,431","0,433",30.05.2013 0:00:00
16,20130531,"0,431","0,43",31.05.2013 0:00:00
16,20130601,"0,43","0,431",01.06.2013 0:00:00
16,20130602,"0,415","0,414",02.06.2013 0:00:00
16,20130603,"0,414","0,415",03.06.2013 0:00:00
16,20130604,"0,414","0,414",04.06.2013 0:00:00
16,20130605,"0,414","0,415",05.06.2013 0:00:00
16,20130606,"0,427","0,426",06.06.2013 0:00:00
16,20130607,"0,424","0,425",07.06.2013 0:00:00
16,20130608,"0,425","0,425",08.06.2013 0:00:00
16,20130609,"0,423","0,423",09.06.2013 0:00:00
16,20130610,"0,408","0,408",10.06.2013 0:00:00
16,20130611,"0,408","0,408",11.06.2013 0:00:00
16,20130612,"0,408","0,406",12.06.2013 0:00:00
16,20130613,"0,423","0,425",13.06.2013 0:00:00
16,20130614,"0,423","0,422",14.06.2013 0:00:00
16,20130615,"0,423","0,425",15.06.2013 0:00:00
16,20130616,"0,417","0,417",16.06.2013 0:00:00
16,20130617,"0,402","0,403",17.06.2013 0:00:00
16,20130618,"0,402","0,402",18.06.2013 0:00:00
16,20130619,"0,402","0,403",19.06.2013 0:00:00
16,20130620,"0,413","0,413",20.06.2013 0:00:00
16,20130621,"0,411","0,411",21.06.2013 0:00:00
16,20130622,"0,41","0,408",22.06.2013 0:00:00
16,20130623,"0,405","0,405",23.06.2013 0:00:00
16,20130624,"0,391","0,39",24.06.2013 0:00:00
16,20130625,"0,391","0,391",25.06.2013 0:00:00
16,20130626,"0,391","0,39",26.06.2013 0:00:00
16,20130627,"0,397","0,397",27.06.2013 0:00:00
16,20130628,"0,399","0,399",28.06.2013 0:00:00
16,20130629,"0,399","0,4",29.06.2013 0:00:00
16,20130630,"0,386","0,386",30.06.2013 0:00:00
16,20130701,"0,392","0,393",01.07.2013 0:00:00
16,20130702,"0,392","0,39",02.07.2013 0:00:00
16,20130703,"0,392","0,393",03.07.2013 0:00:00
16,20130704,"0,392","0,391",04.07.2013 0:00:00
16,20130705,"0,39","0,39",05.07.2013 0:00:00
16,20130706,"0,389","0,388",06.07.2013 0:00:00
16,20130707,"0,383","0,385",07.07.2013 0:00:00
16,20130708,"0,382","0,381",08.07.2013 0:00:00
16,20130709,"0,382","0,382",09.07.2013 0:00:00
16,20130710,"0,382","0,382",10.07.2013 0:00:00
16,20130711,"0,396","0,396",11.07.2013 0:00:00
16,20130712,"0,396","0,394",12.07.2013 0:00:00
16,20130713,"0,398","0,399",13.07.2013 0:00:00
16,20130714,"0,398","0,397",14.07.2013 0:00:00
16,20130715,"0,397","0,398",15.07.2013 0:00:00
16,20130716,"0,397","0,397",16.07.2013 0:00:00
16,20130717,"0,397","0,397",17.07.2013 0:00:00
16,20130718,"0,394","0,394",18.07.2013 0:00:00
16,20130719,"0,384","0,384",19.07.2013 0:00:00
16,20130720,"0,384","0,383",20.07.2013 0:00:00
16,20130721,"0,376","0,377",21.07.2013 0:00:00
16,20130722,"0,379","0,378",22.07.2013 0:00:00
16,20130723,"0,379","0,38",23.07.2013 0:00:00
16,20130724,"0,379","0,378",24.07.2013 0:00:00
16,20130725,"0,379","0,38",25.07.2013 0:00:00
16,20130726,"0,367","0,367",26.07.2013 0:00:00
16,20130727,"0,36","0,36",27.07.2013 0:00:00
16,20130728,"0,369","0,368",28.07.2013 0:00:00
16,20130729,"0,358","0,358",29.07.2013 0:00:00
16,20130730,"0,358","0,358",30.07.2013 0:00:00
16,20130731,"0,358","0,359",31.07.2013 0:00:00
16,20130801,"0,377","0,376",01.08.2013 0:00:00
16,20130802,"0,368","0,369",02.08.2013 0:00:00
16,20130803,"0,369","0,369",03.08.2013 0:00:00
16,20130804,"0,36","0,362",04.08.2013 0:00:00
